movieID	userid	Rating
1	95	5
1	96	5
1	97	4
1	99	4
10	1	3
10	104	2
10	108	5
10	151	5
10	158	4
10	181	2
10	189	5
10	2	2
10	201	3
10	230	3
10	234	3
10	239	5
10	243	4
10	268	4
10	279	4
10	292	5
10	294	3
10	296	2
10	299	5
10	312	5
10	327	4
10	328	4
10	334	4
10	343	4
10	349	5
10	354	5
10	357	5
10	360	5
10	378	3
10	387	4
10	402	2
10	406	3
10	416	3
10	423	4
10	430	4
10	435	5
10	450	4
10	460	3
10	463	1
10	467	4
10	469	5
10	473	3
10	486	4
10	49	3
10	496	5
10	498	5
10	500	3
10	503	5
10	506	2
10	514	4
10	518	3
10	533	2
10	536	4
10	537	4
10	561	3
10	565	5
10	567	4
10	573	4
10	585	3
10	59	4
10	63	4
10	636	5
10	64	5
10	662	4
10	698	4
10	699	4
10	7	4
10	707	5
10	711	5
10	733	3
10	745	5
10	765	4
10	788	4
10	79	5
10	790	1
10	795	4
10	804	4
10	828	3
10	829	3
10	85	4
10	851	3
10	861	3
10	862	5
10	870	4
10	883	5
10	886	3
10	894	4
10	90	5
10	906	4
100	1	5
100	10	5
100	104	4
100	106	3
100	108	4
100	109	4
100	11	4
100	113	4
100	114	5
100	115	5
100	118	5
100	119	5
100	121	4
100	123	4
100	13	5
100	130	3
100	131	5
100	132	4
100	136	5
100	138	5
100	139	5
100	14	5
100	141	4
100	144	5
100	145	5
100	150	2
100	151	3
100	156	4
100	157	5
100	158	5
100	16	5
100	160	5
100	161	4
100	164	5
100	168	4
100	17	4
100	174	5
100	175	2
100	176	5
100	177	5
100	178	4
100	18	5
100	181	3
100	182	3
100	184	5
100	186	4
100	188	4
100	189	4
100	190	4
100	192	5
100	193	5
100	194	4
100	195	5
100	198	1
100	199	3
100	2	5
100	201	4
100	203	1
100	207	2
100	21	5
100	213	5
100	214	4
100	216	5
100	218	4
100	221	5
100	222	5
100	227	5
100	23	5
100	230	4
100	232	5
100	233	4
100	234	4
100	235	4
100	236	3
100	237	5
100	239	3
100	24	5
100	244	4
100	246	4
100	247	3
100	248	4
100	249	5
100	250	5
100	251	4
100	252	5
100	253	4
100	255	3
100	256	4
100	257	5
100	26	5
100	262	3
100	263	5
100	264	5
100	265	5
100	266	5
100	267	5
100	268	3
100	269	5
100	27	5
100	271	5
100	274	5
100	276	5
100	277	4
100	279	4
100	28	5
100	280	3
100	283	4
100	285	4
100	286	3
100	287	5
100	288	5
100	291	5
100	292	5
100	293	4
100	294	4
100	295	5
100	296	5
100	297	5
100	299	3
100	300	3
100	301	5
100	303	5
100	305	3
100	306	4
100	307	3
100	308	5
100	311	1
100	312	4
100	313	5
100	315	5
100	316	4
100	318	5
100	32	3
100	320	4
100	321	4
100	323	4
100	325	4
100	327	4
100	328	5
100	329	4
100	330	4
100	331	4
100	333	4
100	334	5
100	336	3
100	338	4
100	339	5
100	342	5
100	343	5
100	344	5
100	345	5
100	346	3
100	347	3
100	348	4
100	349	4
100	352	4
100	354	5
100	360	5
100	361	5
100	363	5
100	365	5
100	367	5
100	368	4
100	370	4
100	372	3
100	373	3
100	374	5
100	376	4
100	377	3
100	378	4
100	379	5
100	380	4
100	381	4
100	382	4
100	383	4
100	385	4
100	387	5
100	388	3
100	389	5
100	390	5
100	391	4
100	393	1
100	395	4
100	396	2
100	397	5
100	398	3
100	399	3
100	401	4
100	402	5
100	403	5
100	406	4
100	407	5
100	409	5
100	41	4
100	413	4
100	414	5
100	416	5
100	417	3
100	419	5
100	420	5
100	421	4
100	422	4
100	423	5
100	424	5
100	425	4
100	426	4
100	429	5
100	43	4
100	430	5
100	432	3
100	435	3
100	437	4
100	438	4
100	439	3
100	44	5
100	441	3
100	442	2
100	444	5
100	445	2
100	447	5
100	449	5
100	45	5
100	450	4
100	452	5
100	453	5
100	454	4
100	455	4
100	456	3
100	457	5
100	458	4
100	459	1
100	46	4
100	460	5
100	462	4
100	463	4
100	465	3
100	467	5
100	468	5
100	470	4
100	472	5
100	474	5
100	475	5
100	478	5
100	479	3
100	480	4
100	481	4
100	486	5
100	487	5
100	488	2
100	49	4
100	490	3
100	491	5
100	492	4
100	493	5
100	494	5
100	497	4
100	498	3
100	499	4
100	5	5
100	50	2
100	500	4
100	501	4
100	503	5
100	504	5
100	514	4
100	518	4
100	52	4
100	520	4
100	521	3
100	522	5
100	524	5
100	525	4
100	526	5
100	527	5
100	53	5
100	530	4
100	532	5
100	533	5
100	535	5
100	537	4
100	538	4
100	54	5
100	540	5
100	542	4
100	546	3
100	548	5
100	549	4
100	551	4
100	552	4
100	553	5
100	554	3
100	555	5
100	558	5
100	560	5
100	561	4
100	566	5
100	567	1
100	568	4
100	569	5
100	57	5
100	572	3
100	574	5
100	576	4
100	577	4
100	579	4
100	58	5
100	580	3
100	581	5
100	582	5
100	583	5
100	588	1
100	59	5
100	590	5
100	591	5
100	592	5
100	593	5
100	594	4
100	595	4
100	6	5
100	601	4
100	603	4
100	604	5
100	605	5
100	606	5
100	607	4
100	608	4
100	612	4
100	614	5
100	615	3
100	617	4
100	618	4
100	62	4
100	620	1
100	621	5
100	622	5
100	624	5
100	625	3
100	627	5
100	629	5
100	63	5
100	630	3
100	632	3
100	634	4
100	636	5
100	637	4
100	638	3
100	639	1
100	64	4
100	643	5
100	644	4
100	65	3
100	650	4
100	653	4
100	654	1
100	655	3
100	658	4
100	660	3
100	662	5
100	663	4
100	664	5
100	665	3
100	666	4
100	676	5
100	678	5
100	679	3
100	680	3
100	682	3
100	684	4
100	69	5
100	692	4
100	694	4
100	698	2
100	699	4
100	7	5
100	701	5
100	703	4
100	704	4
100	706	1
100	707	5
100	71	4
100	710	4
100	714	1
100	715	2
100	717	4
100	72	5
100	722	4
100	725	5
100	727	2
100	728	5
100	73	4
100	730	5
100	733	5
100	735	2
100	737	5
100	738	2
100	739	5
100	74	4
100	742	5
100	743	5
100	745	5
100	747	5
100	749	3
100	75	5
100	751	4
100	756	5
100	757	3
100	758	5
100	76	5
100	763	5
100	764	4
100	767	5
100	768	5
100	77	3
100	770	5
100	773	4
100	774	1
100	777	1
100	781	5
100	786	4
100	788	5
100	789	5
100	79	5
100	790	2
100	792	4
100	793	4
100	794	5
100	795	5
100	796	3
100	80	5
100	804	5
100	805	5
100	806	4
100	81	3
100	814	4
100	82	5
100	821	2
100	823	5
100	825	4
100	829	4
100	830	5
100	831	4
100	833	4
100	834	4
100	838	4
100	839	3
100	84	4
100	840	5
100	844	4
100	85	3
100	852	4
100	854	5
100	858	3
100	860	4
100	862	5
100	864	5
100	865	4
100	868	5
100	869	5
100	87	5
100	870	4
100	874	4
100	878	2
100	880	5
100	881	4
100	883	4
100	884	5
100	885	3
100	886	4
100	887	2
100	888	4
100	889	4
100	89	5
100	891	5
100	892	5
100	894	4
100	895	4
100	896	3
100	90	5
100	900	4
100	903	5
100	905	4
100	906	4
100	907	5
100	908	4
100	910	4
100	913	3
100	916	5
100	917	4
100	919	5
100	92	5
100	923	5
100	924	4
100	929	4
100	930	3
100	931	4
100	932	5
100	933	5
100	934	4
100	935	3
100	936	4
100	937	3
100	938	5
100	94	5
100	940	3
100	943	5
100	96	5
100	97	2
100	99	5
1000	125	3
1000	22	3
1000	276	2
1000	279	4
1000	393	3
1000	417	4
1000	497	2
1000	642	3
1000	87	3
1000	880	3
1001	145	4
1001	174	1
1001	181	1
1001	22	1
1001	279	4
1001	374	1
1001	393	4
1001	397	1
1001	45	3
1001	533	1
1001	57	1
1001	75	1
1001	758	5
1001	796	2
1001	82	1
1001	880	2
1001	923	1
1002	145	1
1002	159	3
1002	181	1
1002	22	1
1002	268	1
1002	472	4
1002	805	1
1002	880	3
1003	22	1
1003	234	2
1003	325	3
1003	454	2
1003	49	2
1003	648	4
1003	747	1
1003	798	3
1004	178	4
1004	23	3
1004	405	1
1004	504	4
1004	600	4
1004	627	4
1004	846	3
1004	896	2
1004	94	3
1005	189	4
1005	23	3
1005	269	4
1005	299	5
1005	358	4
1005	383	3
1005	405	1
1005	433	5
1005	449	5
1005	537	3
1005	566	5
1005	568	1
1005	585	4
1005	59	5
1005	639	2
1005	655	4
1005	828	3
1005	838	4
1005	883	5
1005	894	5
1005	90	2
1005	916	4
1006	151	1
1006	184	3
1006	201	2
1006	23	3
1006	269	3
1006	276	3
1006	299	4
1006	308	4
1006	334	3
1006	358	5
1006	373	2
1006	405	1
1006	437	3
1006	449	4
1006	461	5
1006	537	2
1006	58	2
1006	76	3
1006	763	2
1006	833	1
1006	85	3
1006	870	2
1006	889	4
1007	196	4
1007	227	4
1007	24	5
1007	270	5
1007	279	4
1007	294	4
1007	296	4
1007	297	4
1007	30	5
1007	303	5
1007	327	4
1007	342	4
1007	344	4
1007	345	5
1007	354	4
1007	363	5
1007	385	3
1007	387	5
1007	389	4
1007	392	5
1007	416	5
1007	422	4
1007	430	3
1007	437	5
1007	463	3
1007	473	4
1007	479	4
1007	480	4
1007	498	3
1007	501	4
1007	526	3
1007	63	5
1007	655	3
1007	675	4
1007	707	4
1007	751	4
1007	758	5
1007	76	4
1007	782	3
1007	789	4
1007	847	4
1007	894	3
1007	928	5
1007	936	5
1007	937	4
1007	94	4
1007	941	4
1008	115	5
1008	176	4
1008	181	1
1008	184	4
1008	201	3
1008	227	4
1008	257	5
1008	26	3
1008	277	3
1008	334	4
1008	342	3
1008	343	4
1008	345	3
1008	385	4
1008	387	4
1008	406	4
1008	445	1
1008	456	4
1008	468	4
1008	50	5
1008	500	4
1008	537	2
1008	560	3
1008	58	1
1008	592	4
1008	63	3
1008	634	2
1008	655	3
1008	707	3
1008	789	4
1008	79	4
1008	805	4
1008	825	1
1008	859	4
1008	870	3
1008	903	3
1008	936	5
1009	101	2
1009	145	2
1009	181	1
1009	223	1
1009	26	2
1009	264	4
1009	270	5
1009	283	3
1009	296	3
1009	306	4
1009	342	1
1009	345	2
1009	363	2
1009	378	3
1009	401	4
1009	445	2
1009	447	4
1009	449	4
1009	456	5
1009	463	3
1009	474	4
1009	49	3
1009	500	4
1009	503	2
1009	52	5
1009	523	5
1009	537	2
1009	553	4
1009	561	4
1009	585	5
1009	59	4
1009	590	3
1009	592	3
1009	595	4
1009	608	4
1009	614	3
1009	62	4
1009	63	4
1009	634	2
1009	654	3
1009	655	2
1009	657	4
1009	663	3
1009	665	4
1009	699	4
1009	733	2
1009	756	4
1009	765	5
1009	837	5
1009	839	3
1009	85	2
1009	851	2
1009	859	4
1009	861	5
1009	862	4
1009	865	5
1009	883	4
1009	884	2
1009	894	4
1009	903	4
1009	906	2
1009	916	5
1009	936	4
1009	94	4
101	1	2
101	102	4
101	109	1
101	198	5
101	222	4
101	244	5
101	246	2
101	268	2
101	275	4
101	276	4
101	279	3
101	286	5
101	291	4
101	299	2
101	307	3
101	311	4
101	339	3
101	363	1
101	387	4
101	394	4
101	405	1
101	406	3
101	407	3
101	417	3
101	429	4
101	430	2
101	435	3
101	437	3
101	450	5
101	456	3
101	472	5
101	479	4
101	483	2
101	49	3
101	495	5
101	497	4
101	5	5
101	508	5
101	537	2
101	545	4
101	59	5
101	620	2
101	622	5
101	64	2
101	653	3
101	660	3
101	677	5
101	7	5
101	70	3
101	715	3
101	727	2
101	749	4
101	751	4
101	757	4
101	774	2
101	805	2
101	807	4
101	822	2
101	823	3
101	826	5
101	843	3
101	846	4
101	865	1
101	868	4
101	882	3
101	886	4
101	890	2
101	896	3
101	916	3
101	92	2
101	932	3
101	94	2
101	95	1
1010	104	1
1010	144	3
1010	181	1
1010	184	4
1010	201	3
1010	216	3
1010	221	3
1010	227	3
1010	234	2
1010	257	4
1010	26	2
1010	276	3
1010	292	4
1010	334	5
1010	342	1
1010	363	4
1010	374	5
1010	385	3
1010	406	4
1010	429	3
1010	445	1
1010	449	4
1010	456	5
1010	50	5
1010	500	4
1010	501	4
1010	537	2
1010	561	3
1010	572	2
1010	592	5
1010	595	4
1010	606	3
1010	624	4
1010	63	3
1010	640	3
1010	655	3
1010	699	3
1010	806	3
1010	85	2
1010	886	5
1010	894	4
1010	916	4
1010	930	2
1010	94	4
1011	104	3
1011	109	3
1011	145	5
1011	158	4
1011	162	4
1011	178	3
1011	181	1
1011	194	3
1011	201	3
1011	221	4
1011	222	4
1011	227	4
1011	234	3
1011	242	3
1011	249	5
1011	26	3
1011	269	4
1011	276	3
1011	277	3
1011	279	3
1011	293	3
1011	294	2
1011	303	2
1011	320	3
1011	329	3
1011	332	3
1011	334	4
1011	336	2
1011	342	3
1011	345	3
1011	346	1
1011	347	3
1011	365	3
1011	374	4
1011	387	3
1011	401	3
1011	416	4
1011	417	3
1011	423	3
1011	429	4
1011	445	1
1011	449	4
1011	458	3
1011	460	4
1011	467	2
1011	472	4
1011	474	4
1011	486	4
1011	487	3
1011	501	4
1011	518	4
1011	52	4
1011	525	3
1011	532	5
1011	537	3
1011	540	4
1011	548	2
1011	551	5
1011	57	3
1011	592	4
1011	606	3
1011	63	1
1011	634	4
1011	637	1
1011	642	3
1011	655	3
1011	663	3
1011	666	4
1011	677	3
1011	682	4
1011	699	4
1011	715	4
1011	717	4
1011	733	4
1011	751	4
1011	769	3
1011	792	3
1011	825	3
1011	854	2
1011	862	5
1011	865	1
1011	872	1
1011	889	3
1011	896	2
1011	905	3
1011	906	4
1011	916	4
1011	92	3
1011	923	4
1011	924	3
1011	936	4
1011	94	4
1011	943	2
1012	104	4
1012	109	4
1012	117	4
1012	144	4
1012	145	4
1012	148	4
1012	159	5
1012	160	5
1012	162	4
1012	168	5
1012	176	4
1012	178	4
1012	184	3
1012	207	3
1012	210	4
1012	213	3
1012	221	4
1012	244	2
1012	249	3
1012	251	4
1012	26	4
1012	277	3
1012	279	5
1012	291	4
1012	294	4
1012	300	4
1012	301	4
1012	303	4
1012	314	4
1012	318	4
1012	32	4
1012	323	4
1012	327	2
1012	336	5
1012	342	4
1012	345	3
1012	347	4
1012	363	4
1012	367	4
1012	385	3
1012	387	4
1012	392	4
1012	403	1
1012	407	3
1012	416	4
1012	429	3
1012	432	5
1012	445	1
1012	457	4
1012	463	2
1012	467	3
1012	468	4
1012	490	3
1012	500	4
1012	521	3
1012	525	3
1012	54	2
1012	554	3
1012	567	3
1012	573	2
1012	58	4
1012	592	5
1012	593	3
1012	609	1
1012	62	3
1012	621	5
1012	624	4
1012	63	3
1012	643	4
1012	653	4
1012	655	3
1012	680	3
1012	682	4
1012	692	1
1012	697	1
1012	703	4
1012	730	5
1012	735	2
1012	742	4
1012	758	4
1012	761	1
1012	764	4
1012	770	5
1012	782	2
1012	789	4
1012	796	3
1012	806	4
1012	831	4
1012	833	4
1012	847	1
1012	880	4
1012	883	5
1012	887	1
1012	893	3
1012	910	4
1012	919	4
1012	92	4
1012	923	5
1012	938	5
1012	94	4
1013	109	3
1013	116	3
1013	130	4
1013	141	1
1013	144	1
1013	159	4
1013	195	3
1013	236	2
1013	26	1
1013	262	2
1013	276	3
1013	290	2
1013	294	2
1013	30	3
1013	301	3
1013	303	1
1013	332	3
1013	363	3
1013	374	2
1013	425	1
1013	452	1
1013	459	3
1013	479	1
1013	493	1
1013	521	1
1013	548	3
1013	555	4
1013	621	2
1013	666	3
1013	699	3
1013	749	1
1013	782	3
1013	825	2
1013	851	2
1013	854	1
1013	880	3
1013	887	4
1013	938	2
1014	109	4
1014	117	3
1014	130	3
1014	141	3
1014	152	2
1014	159	4
1014	174	3
1014	184	2
1014	195	4
1014	198	2
1014	219	3
1014	223	4
1014	250	4
1014	251	5
1014	26	3
1014	262	5
1014	269	3
1014	270	4
1014	286	5
1014	292	3
1014	294	2
1014	297	3
1014	303	3
1014	314	3
1014	318	2
1014	334	2
1014	342	1
1014	344	4
1014	345	3
1014	363	1
1014	374	1
1014	38	5
1014	385	2
1014	387	3
1014	392	3
1014	393	3
1014	416	3
1014	417	4
1014	429	3
1014	435	2
1014	445	1
1014	459	1
1014	463	2
1014	468	3
1014	472	4
1014	474	3
1014	486	3
1014	500	2
1014	501	4
1014	506	3
1014	514	2
1014	521	3
1014	523	5
1014	525	3
1014	540	4
1014	543	4
1014	548	4
1014	552	4
1014	560	4
1014	569	3
1014	580	3
1014	582	4
1014	590	3
1014	592	4
1014	593	1
1014	599	4
1014	642	5
1014	647	3
1014	653	2
1014	654	3
1014	655	3
1014	711	4
1014	714	3
1014	726	1
1014	757	3
1014	761	1
1014	768	2
1014	782	2
1014	790	2
1014	793	3
1014	805	4
1014	851	3
1014	854	3
1014	859	4
1014	869	4
1014	870	2
1014	880	4
1014	886	5
1014	889	2
1014	895	3
1014	916	3
1014	917	2
1014	919	4
1014	92	3
1014	927	3
1014	936	3
1014	938	4
1014	94	4
1015	181	1
1015	234	2
1015	26	3
1015	280	3
1015	305	1
1015	328	3
1015	561	2
1015	747	4
1015	792	5
1015	825	2
1015	882	3
1015	887	5
1016	104	1
1016	109	5
1016	116	2
1016	117	5
1016	119	5
1016	130	4
1016	144	3
1016	157	5
1016	158	3
1016	160	4
1016	164	3
1016	168	5
1016	178	4
1016	186	5
1016	221	3
1016	222	3
1016	223	5
1016	249	3
1016	251	3
1016	253	3
1016	26	3
1016	265	3
1016	268	3
1016	276	3
1016	287	5
1016	289	5
1016	291	4
1016	293	2
1016	294	4
1016	297	3
1016	301	4
1016	303	3
1016	314	4
1016	32	1
1016	330	3
1016	332	5
1016	334	3
1016	337	4
1016	342	1
1016	345	3
1016	347	3
1016	363	4
1016	38	5
1016	386	4
1016	393	5
1016	401	3
1016	416	5
1016	417	4
1016	425	3
1016	429	4
1016	432	3
1016	435	4
1016	445	1
1016	447	3
1016	453	4
1016	459	4
1016	467	4
1016	468	3
1016	474	3
1016	479	3
1016	484	4
1016	486	2
1016	487	5
1016	493	4
1016	497	4
1016	506	4
1016	507	5
1016	517	1
1016	521	3
1016	532	4
1016	533	3
1016	54	4
1016	540	4
1016	548	4
1016	55	1
1016	560	3
1016	564	2
1016	57	4
1016	578	4
1016	592	4
1016	593	4
1016	597	4
1016	606	3
1016	619	4
1016	62	4
1016	621	4
1016	622	3
1016	624	3
1016	625	2
1016	640	3
1016	643	3
1016	647	4
1016	649	4
1016	653	3
1016	654	4
1016	655	3
1016	66	3
1016	682	2
1016	69	3
1016	714	5
1016	715	4
1016	716	3
1016	727	3
1016	738	3
1016	741	3
1016	749	5
1016	754	4
1016	757	3
1016	758	4
1016	759	5
1016	768	2
1016	774	3
1016	782	3
1016	790	2
1016	804	4
1016	806	1
1016	807	4
1016	825	3
1016	83	4
1016	833	1
1016	851	5
1016	854	2
1016	864	4
1016	87	4
1016	880	4
1016	889	3
1016	894	3
1016	899	3
1016	902	2
1016	907	5
1016	92	2
1016	921	4
1016	927	5
1016	935	4
1016	936	3
1016	938	3
1016	99	5
1017	104	1
1017	130	3
1017	151	2
1017	174	2
1017	181	1
1017	214	4
1017	221	4
1017	227	4
1017	244	4
1017	269	5
1017	27	4
1017	279	3
1017	291	4
1017	293	3
1017	323	3
1017	327	2
1017	331	2
1017	336	5
1017	339	5
1017	345	2
1017	354	3
1017	365	4
1017	382	4
1017	385	3
1017	422	4
1017	429	3
1017	453	3
1017	456	4
1017	463	2
1017	467	2
1017	486	3
1017	49	3
1017	518	3
1017	590	4
1017	591	3
1017	592	4
1017	624	3
1017	655	3
1017	663	2
1017	69	5
1017	75	5
1017	774	3
1017	789	3
1017	79	3
1017	805	3
1017	833	4
1017	834	2
1017	880	3
1017	923	5
1017	933	3
1018	29	4
1018	293	3
1018	299	3
1018	305	5
1018	325	3
1018	346	3
1018	381	4
1018	387	3
1018	397	4
1018	405	1
1018	417	3
1018	429	3
1018	49	2
1018	500	3
1018	561	3
1018	565	5
1018	585	2
1018	62	3
1018	645	3
1018	655	3
1018	707	3
1018	773	3
1018	806	4
1018	829	2
1018	840	3
1018	846	4
1018	85	4
1018	884	2
1018	896	3
1018	92	4
1018	934	4
1018	95	3
1019	130	4
1019	132	3
1019	160	5
1019	162	4
1019	276	5
1019	29	4
1019	308	4
1019	31	5
1019	322	4
1019	327	3
1019	363	5
1019	387	4
1019	397	3
1019	405	1
1019	456	4
1019	487	5
1019	506	5
1019	537	1
1019	560	4
1019	567	5
1019	58	4
1019	617	4
1019	633	4
1019	682	5
1019	710	4
1019	758	4
1019	76	3
1019	833	5
1019	870	3
1019	883	5
1019	886	4
102	1	2
102	102	3
102	222	2
102	23	3
102	234	2
102	254	3
102	275	3
102	280	5
102	290	3
102	295	4
102	297	1
102	313	3
102	330	4
102	363	4
102	373	5
102	381	2
102	387	3
102	399	3
102	405	1
102	417	3
102	42	5
102	43	4
102	436	4
102	44	2
102	450	4
102	452	2
102	471	5
102	49	2
102	5	3
102	504	3
102	505	1
102	537	1
102	541	4
102	543	4
102	577	4
102	59	2
102	642	5
102	712	4
102	716	2
102	786	4
102	805	4
102	807	4
102	815	3
102	823	4
102	826	4
102	843	2
102	846	2
102	864	4
102	890	3
102	892	3
102	911	3
102	92	2
102	94	3
102	95	4
1020	116	3
1020	184	4
1020	185	4
1020	189	4
1020	234	4
1020	239	3
1020	263	3
1020	269	4
1020	299	4
1020	31	3
1020	312	5
1020	334	4
1020	344	5
1020	398	3
1020	409	5
1020	416	5
1020	426	4
1020	429	4
1020	450	4
1020	456	4
1020	474	3
1020	506	4
1020	567	3
1020	60	4
1020	625	3
1020	639	4
1020	654	4
1020	660	4
1020	694	4
1020	698	2
1020	716	5
1020	747	4
1020	870	3
1020	90	5
1020	932	5
1021	189	5
1021	234	4
1021	235	5
1021	299	3
1021	303	4
1021	308	4
1021	31	3
1021	312	3
1021	328	3
1021	358	5
1021	385	5
1021	405	1
1021	406	5
1021	409	4
1021	49	5
1021	492	3
1021	553	2
1021	560	4
1021	561	4
1021	567	4
1021	585	3
1021	59	4
1021	60	5
1021	615	5
1021	617	4
1021	659	5
1021	666	5
1021	698	1
1021	707	3
1021	747	5
1021	766	2
1021	773	5
1021	848	5
1021	85	3
1021	855	3
1021	870	2
1021	883	5
1021	932	4
1022	146	5
1022	171	3
1022	181	1
1022	196	4
1022	204	5
1022	206	1
1022	247	4
1022	257	2
1022	307	4
1022	31	5
1022	310	5
1022	379	3
1022	385	3
1022	448	5
1022	451	4
1022	47	3
1022	521	4
1022	523	4
1022	567	5
1022	574	2
1022	592	5
1022	646	4
1022	655	3
1022	697	1
1022	707	3
1022	758	5
1022	79	5
1022	845	2
1022	863	2
1022	871	3
1022	889	4
1022	931	1
1023	109	2
1023	141	4
1023	145	1
